0.001, 0, 0, 0, 0, 0
0.001, 0, 0, 0, 0, 0
0.004, 0, 0, 0, 0, 0
0.004, 0, 0, 0, 0, 0
0.008, 0, 0, 0, 0, 0
0.008, 0, 0, 0, 0, 0
0.012, 0, 0, 0, 0, 0
0.013, 0, 0, 0, 0, 0
0.017, 0, 0, 0, 0, 0
0.017, 0, 0, 0, 0, 0
0.02, 0, 0, 0, 0, 0
0.02, 0, 0, 0, 0, 0
0.024, 0, 0, 0, 0, 0
0.025, 0, 0, 0, 0, 0
0.029, 0, 0, 0, 0, 0
0.029, 0, 0, 0, 0, 0
0.032, 0, 0, 0, 0, 0
0.032, 0, 0, 0, 0, 0
0.036, 0, 0, 0, 0, 0
0.036, 0, 0, 0, 0, 0
0.04, 0, 0, 0, 0, 0
0.041, 0, 0, 0, 0, 0
0.045, 0, 0, 0, 0, 0
0.045, 0, 0, 0, 0, 0
0.048, 0, 0, 0, 0, 0
0.048, 0, 0, 0, 0, 0
0.052, 0, 0, 0, 0, 0
0.052, 0, 0, 0, 0, 0
0.057, 0, 0, 0, 0, 0
0.057, 0, 0, 0, 0, 0
0.06, 0, 0, 0, 0, 0
0.06, 0, 0, 0, 0, 0
0.064, 0, 0, 0, 0, 0
0.064, 0, 0, 0, 0, 0
0.068, 0, 0, 0, 0, 0
0.069, 0, 0, 0, 0, 0
0.073, 0, 0, 0, 0, 0
0.073, 0, 0, 0, 0, 0
0.076, 0, 0, 0, 0, 0
0.076, 0, 0, 0, 0, 0
0.08, 0, 0, 0, 0, 0
0.08, 0, 0, 0, 0, 0
0.084, 0, 0, 0, 0, 0
0.085, 0, 0, 0, 0, 0
0.088, 0, 0, 0, 0, 0
0.088, 0, 0, 0, 0, 0
0.092, 0, 0, 0, 0, 0
0.092, 0, 0, 0, 0, 0
0.096, 0, 0, 0, 0, 0
0.096, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 0, 0
0.105, 0, 0, 0, 0, 0
0.105, 0, 0, 0, 0, 0
0.108, 0, 0, 0, 0, 0
0.108, 0, 0, 0, 0, 0
0.112, 0, 0, 0, 0, 0
0.112, 0, 0, 0, 0, 0
0.116, 0, 0, 0, 0, 0
0.117, 0, 0, 0, 0, 0
0.121, 0, 0, 0, 0, 0
0.121, 0, 0, 0, 0, 0
0.124, 0, 0, 0, 0, 0
0.124, 0, 0, 0, 0, 0
0.128, 0, 0, 0, 0, 0
0.128, 0, 0, 0, 0, 0
0.132, 0, 0, 0, 0, 0
